track_id,genre_id
013446,5
013451,7
013539,8
013540,5
013566,4
013576,3
013579,5
013598,2
013706,2
013709,2
013735,4
013767,4
013772,5
013814,4
013833,6
013835,4
013867,6
013879,6
013891,2
013929,6
014071,2
014077,6
014080,7
014085,5
014086,5
014088,2
014110,8
014316,5
014317,6
014318,5
014319,5
014341,7
014361,4
014386,7
014481,3
014542,2
014543,4
014601,2
014603,3
014604,5
014661,8
014677,2
014681,2
014684,4
014736,5
014744,6
014773,6
014776,3
014818,2
014867,5
015148,7
015157,7
015204,4
015209,4
015213,4
015261,7
015364,6
015439,6
015444,6
015493,4
015494,3
015497,2
015498,4
015609,2
015619,3
015863,4
015866,8
015870,8
015871,5
015880,8
015962,3
015989,2
016025,3
016095,2
016155,2
016158,3
016162,2
016163,8
016288,1
016289,6
016339,3
016692,8
016699,8
016744,5
016747,8
016848,8
016937,4
016943,1
017003,3
017130,8
017131,8
017345,1
017422,1
017463,4
017492,8
017494,3
017495,7
017496,2
017499,2
017605,5
017631,3
017634,5
017657,3
017734,8
017781,1
017906,2
018033,5
018034,2
018039,5
018041,7
018043,7
018112,2
018145,2
018146,7
018159,4
018198,8
018217,4
018226,2
018346,6
018350,5
018589,8
018611,8
018636,4
018787,1
018876,7
018877,6
019074,3
019187,3
019266,2
019272,1
019330,1
019331,1
019333,1
019412,5
019413,6
019415,2
019416,2
019417,6
019418,3
019419,2
019421,6
019439,3
019441,2
019442,6
019707,4
019721,2
019735,7
019761,5
019889,6
019890,5
019891,2
019975,1
020011,1
020234,6
020280,4
020296,6
020432,4
020469,4
020669,8
020704,3
020926,3
021165,3
021168,2
021169,5
021187,8
021231,3
021345,2
021363,5
021402,2
021405,6
021410,5
021527,1
021676,2
021677,8
021689,4
021695,5
021776,4
021847,6
021886,7
021889,6
021893,5
021956,2
021962,8
021996,2
022000,8
022021,6
022024,2
022039,5
022088,2
022091,4
022097,1
022100,8
022113,3
022127,5
022141,5
022151,1
022152,5
022296,2
022298,1
022307,3
022348,8
022372,6
022432,2
022473,8
022474,8
022476,7
022480,3
022558,7
022562,2
023014,7
023035,8
023039,5
023143,1
023145,8
023149,7
023155,2
023156,8
023506,2
023535,7
023766,3
023818,8
023857,7
023878,3
023879,8
023892,4
024060,8
024363,5
024364,8
024366,3
024367,4
024371,7
024425,3
024430,8
024460,6
024521,1
024699,5
024700,3
024701,5
024717,7
024739,5
024742,5
024744,5
024746,5
024747,1
024749,5
024792,3
024795,2
024809,8
024831,1
024842,1
024844,2
024876,7
024896,8
024913,3
024952,7
024975,2
024985,8
024994,6
025007,2
025028,5
025029,1
025032,6
025033,1
025055,7
025104,2
025123,8
025216,6
025227,5
025232,5
025233,5
025234,1
025370,6
025375,7
025378,8
025382,6
025603,8
025608,4
025668,4
025669,5
025670,2
025902,2
025928,1
026012,6
026014,4
026015,2
026034,5
026035,5
026171,2
026176,4
026177,6
026179,6
026325,8
026465,5
026482,2
026483,7
026601,7
026605,2
026612,8
026636,5
026638,7
026640,2
026682,8
026740,6
026744,4
026765,2
026851,2
026854,4
026870,8
026905,6
026907,5
026932,4
027155,4
027164,8
027213,4
027408,2
027431,1
027435,6
027454,5
027547,5
027552,8
027609,7
027611,7
027667,4
027797,1
027804,4
027866,6
027946,1
027975,1
027978,1
027981,1
027987,6
028024,6
028036,2
028072,8
028104,6
028109,1
028110,1
028120,1
028121,1
028126,1
028178,5
028468,2
028471,4
028475,2
028477,5
028482,2
028483,6
028484,8
028485,3
028530,1
028577,1
028608,8
028609,8
029041,5
029047,2
029180,6
029184,1
029187,3
029265,7
029267,2
029272,1
029351,2
029355,6
029469,7
029478,5
029480,6
029498,6
029501,8
029626,6
029672,8
029690,6
029718,5
029720,2
029739,7
029745,5
029747,2
029839,4
029940,2
029954,2
029959,4
029961,5
029971,3
030034,7
030044,8
030045,6
030050,3
030051,7
030058,4
030071,6
030093,7
030248,4
030374,4
030486,5
030487,8
030488,6
030667,1
030698,5
030928,6
031154,4
031165,8
031233,1
031236,1
031240,1
031260,5
031356,8
031456,5
031459,7
031569,3
031823,3
031887,3
031888,2
031912,4
032021,5
032067,6
032075,8
032149,4
032221,7
032231,8
032330,6
032333,4
032339,3
032448,8
032508,6
032519,4
032697,4
032760,4
032771,3
032774,8
032848,7
032875,4
032915,2
032958,4
033049,5
033068,2
033071,6
033072,3
033119,7
033128,2
033185,8
033422,8
033426,5
033463,3
033466,7
033477,6
033552,4
033996,6
034147,2
034167,2
034263,5
034313,1
034319,1
034348,7
034438,7
034461,1
034463,1
034465,1
034506,6
034507,6
034508,1
034521,6
034547,6
034550,3
034642,2
034994,7
034996,1
035006,6
035160,5
035162,4
035182,2
035186,5
035194,8
035220,1
035367,5
035397,7
035443,8
035528,4
035544,3
035545,3
035550,2
035568,4
035569,4
035571,6
035784,1
035818,8
035987,4
036053,7
036097,5
036272,5
036273,3
036275,7
036301,3
036305,4
036322,7
036325,4
036328,4
036332,2
036375,1
036472,1
036474,1
036477,1
036518,7
036533,1
036538,1
036561,3
036799,2
036800,3
036802,6
036959,3
036963,6
036965,7
036987,2
036990,2
036992,6
036994,4
036999,8
037014,1
037160,7
037324,8
037325,1
037368,3
037369,7
037530,5
037532,7
037538,6
037591,3
037731,5
037783,1
037921,2
037929,2
037958,3
037978,1
037979,4
038312,1
038321,5
038326,8
038352,3
038354,6
038361,3
038362,5
038364,2
038455,5
038557,2
038560,2
038678,6
038775,7
038776,8
038777,8
038780,7
038781,2
038783,5
038817,2
038819,8
038820,6
038821,4
038822,6
038823,6
038824,2
038825,1
038829,5
038833,4
038864,7
038866,6
038880,6
038882,5
038884,6
038893,3
038895,6
038900,7
038906,5
038907,6
038908,8
038961,4
038967,5
039018,7
039186,1
039291,2
039530,7
039536,8
039658,6
039660,3
039661,4
039662,6
039666,8
039667,6
039788,7
039872,6
039878,1
039900,6
040132,7
040176,4
040177,6
040230,5
040231,1
040235,5
040236,2
040242,7
040244,6
040353,8
040370,4
040416,2
040510,2
040511,4
040516,5
040522,2
040526,2
040542,4
040633,8
040635,8
040646,6
040687,7
040725,3
040781,4
040786,7
040787,6
040792,4
040794,6
040795,7
040797,5
040811,2
040823,4
040905,6
040936,3
040938,8
040984,2
041013,8
041020,8
041054,7
041079,4
041458,8
041714,3
041803,8
041819,4
041820,8
041825,8
041934,7
041954,1
042014,3
042023,8
042031,5
042045,4
042046,6
042048,8
042138,8
042236,6
042238,8
042245,8
042269,6
042281,1
042286,5
042288,6
042377,4
042434,5
042441,2
042445,4
042464,2
042529,4
042532,3
042659,2
042720,6
042721,5
042725,5
042746,2
042748,4
042751,6
042754,3
042774,4
042776,6
042866,6
042901,5
042911,4
042914,5
042950,8
042966,5
043016,2
043019,2
043026,2
043027,5
043057,7
043063,2
043157,2
043172,5
043173,5
043400,4
043405,8
043411,4
043517,6
043534,5
043535,5
043586,8
043588,5
043589,5
043590,2
043593,2
043595,2
043621,1
043623,2
043695,6
043696,7
043698,5
043765,8
043766,7
043767,6
043768,8
043842,8
043848,2
043857,2
043865,4
043867,2
043884,6
043899,4
043916,4
043959,1
044056,6
044096,2
044110,1
044192,5
044250,3
044259,2
044275,7
044276,8
044284,2
044342,1
044347,6
044359,5
044374,6
044746,7
044750,2
044779,7
044781,2
044805,8
044809,5
044822,5
044852,3
044856,6
044950,5
044951,8
044952,8
045018,8
045057,2
045125,7
045126,1
045128,5
045152,7
045335,5
045366,8
045429,6
045505,6
045523,7
045550,5
045620,4
045953,6
046020,6
046029,1
046048,4
046067,1
046238,6
046324,1
046331,8
046486,8
046509,3
046642,1
046710,1
046732,3
046840,5
046841,7
046851,4
046854,8
046856,3
046928,6
046930,8
046936,4
047160,7
047200,2
047464,8
047597,1
047665,4
047666,7
047675,8
047707,8
047782,7
047859,7
047868,3
047870,5
047874,1
047894,7
047896,4
047897,2
047946,2
047948,4
047951,8
048046,1
048230,4
048296,2
048297,8
048298,6
048306,2
048307,3
048311,2
048317,1
048326,3
048334,4
048399,1
048401,1
048444,2
048445,5
048446,1
048450,1
048491,6
048535,4
048555,4
048680,4
048778,1
048826,5
048856,6
048860,2
048863,6
049031,3
049039,8
049068,7
049399,2
049404,8
049407,3
049475,1
049477,4
049602,5
049605,5
049819,7
049843,3
049847,3
049848,7
050167,5
050264,6
050272,7
050320,1
050322,7
050387,4
050388,5
050598,6
050613,3
050621,5
050818,7
050829,5
050837,6
050856,8
050866,8
051004,4
051005,7
051006,8
051111,5
051115,8
051117,1
051146,8
051151,1
051157,7
051167,7
051194,4
051202,2
051260,2
051262,6
051263,7
051267,5
051268,7
051269,2
051272,4
051273,6
051276,6
051278,5
051292,6
051301,7
051331,8
051332,6
051333,6
051344,1
051383,1
051479,1
051600,8
051602,8
051655,5
051657,3
051661,6
051683,6
051774,2
051851,4
051918,4
051937,1
051938,8
051946,3
051952,1
051953,5
051991,5
051997,4
051998,6
052001,2
052035,2
052036,4
052042,2
052043,2
052045,2
052118,6
052120,3
052122,2
052123,2
052125,4
052129,2
052224,5
052378,7
052389,6
052500,3
052508,7
052599,6
052729,1
052734,2
052735,1
052881,8
052945,5
052950,3
052951,3
052953,3
052954,3
052955,2
053156,1
053157,8
053159,6
053230,3
053302,8
053375,4
053378,2
053380,6
053443,4
053452,6
053588,3
053591,7
053687,2
053690,6
053723,3
053725,2
053726,8
053728,5
053733,7
053742,6
053807,8
053901,5
053988,4
054019,7
054032,8
054033,1
054034,2
054040,8
054062,3
054063,6
054064,3
054127,1
054129,1
054135,6
054236,5
054296,6
054297,3
054362,5
054363,4
054376,4
054433,6
054436,2
054437,5
054442,4
054464,6
054467,2
054468,2
054469,5
054470,5
054476,1
054478,8
054554,4
054556,8
054557,5
054558,8
054568,8
054576,1
054578,2
054580,2
054659,6
054665,4
054667,5
054700,3
054730,2
054732,8
054735,3
054753,4
054882,7
054930,7
054937,8
054938,7
055100,8
055109,5
055114,8
055116,4
055122,4
055124,5
055150,5
055151,6
055160,4
055161,8
055232,4
055233,8
055234,5
055236,5
055237,7
055238,3
055241,2
055285,8
055287,2
055288,7
055293,5
055294,5
055295,5
055399,6
055437,6
055480,7
055532,5
055548,4
055554,6
055575,2
055577,4
055579,4
055757,8
055761,8
055765,5
055808,4
055826,2
055827,5
055831,4
055916,5
055917,8
055921,8
055949,1
055957,1
056006,1
056010,1
056014,2
056120,8
056247,2
056249,3
056460,7
056465,4
056467,5
056469,2
056470,5
056492,4
056493,3
056496,6
056520,7
056522,3
056524,2
056528,3
056548,8
056555,4
056652,7
056664,3
056686,5
056689,5
056690,5
056691,6
056692,2
056694,4
056797,7
056842,7
056875,7
056881,7
056882,8
056931,4
057066,5
057162,7
057166,2
057175,8
057180,4
057327,4
057352,6
057359,6
057409,5
057411,1
057413,2
057435,6
057437,6
057439,4
057441,4
057554,8
057584,8
057629,1
057630,1
057637,7
057638,7
057642,7
057643,3
057645,1
057646,3
057648,3
057656,8
057691,8
057697,7
057892,6
057943,4
057961,7
058052,8
058060,2
058070,1
058077,6
058115,5
058116,8
058117,1
058135,5
058138,6
058139,5
058167,2
058169,5
058170,8
058173,6
058174,2
058208,3
058213,7
058222,8
058404,2
058540,8
058570,1
058605,2
058721,6
058723,6
058724,1
058751,6
058756,2
058763,1
058764,1
058878,1
059022,8
059024,1
059047,1
059054,1
059080,7
059176,7
059240,2
059255,6
059271,1
059373,5
059443,7
059446,6
059451,2
059453,1
059454,8
059577,1
059578,1
059579,1
059581,2
059582,7
059587,1
059656,5
059657,5
059658,2
059664,5
059667,8
059671,5
059673,5
059675,5
059676,5
059677,8
059678,5
059679,6
059680,6
059681,4
059682,6
059683,2
059684,1
059685,1
059687,1
059688,5
059695,3
059702,8
059710,8
059711,5
059714,8
059718,5
059719,5
059720,5
059725,5
059726,5
059727,5
059732,6
059941,3
059973,4
059975,8
060045,6
060048,7
060074,7
060146,3
060323,8
060363,5
060421,6
060474,2
060486,7
060491,7
060533,6
060536,8
060537,2
060547,5
060548,4
060549,4
060688,6
060720,8
060729,5
060754,8
060755,5
060756,2
060757,5
060775,7
060776,3
060777,5
060828,8
060863,5
060865,5
060872,6
060874,3
060963,4
060981,6
060993,8
061006,1
061012,6
061167,5
061169,8
061172,4
061175,4
061452,4
061532,7
061587,3
061591,4
061592,8
061598,1
061670,7
061679,6
061734,6
061738,5
061740,8
061742,7
061750,2
061753,5
061812,8
061820,7
061852,3
061954,2
062042,2
062049,4
062160,8
062162,3
062164,8
062165,7
062187,2
062188,5
062189,4
062190,4
062191,2
062192,5
062193,8
062195,5
062196,5
062204,5
062449,1
062450,7
062452,8
062528,5
062529,2
062531,5
062534,1
062584,7
062592,7
062594,1
062595,2
062596,3
062636,2
062638,5
062648,7
062658,3
062742,1
062749,3
062753,4
062874,6
063040,8
063064,8
063097,4
063157,6
063188,3
063224,6
063250,6
063255,3
063303,8
063384,4
063386,4
063390,8
063392,5
063405,8
063468,8
063483,5
063595,6
063626,1
063731,8
063755,4
063771,8
063772,8
063801,8
063804,6
063875,2
063897,8
063903,8
063911,8
063967,8
064007,1
064008,8
064009,2
064026,8
064030,7
064031,8
064091,1
064250,7
064251,7
064252,3
064253,5
064339,4
064357,4
064364,2
064407,5
064408,4
064410,4
064448,7
064454,6
064499,8
064503,5
064515,3
064516,4
064519,8
064521,7
064523,5
064551,2
064555,8
064591,4
064592,4
064593,4
064594,8
064602,4
064603,5
064604,6
064628,6
064629,2
064663,1
064669,3
064768,4
064771,4
064788,1
064832,4
064834,4
064841,8
064861,7
064876,5
064877,3
064893,6
064896,5
064919,6
064992,4
065073,8
065077,7
065172,8
065234,1
065425,8
065438,7
065628,4
065656,1
065664,1
065671,1
065685,5
065755,8
065879,5
065891,4
065892,2
065893,7
065979,3
066066,2
066183,2
066330,5
066381,4
066390,4
066394,4
066437,6
066457,3
066462,8
066474,6
066477,8
066480,5
066538,8
066636,6
066643,3
066646,4
066648,3
066660,7
066761,1
066782,7
066807,2
066810,3
066813,7
066814,2
066815,6
066816,6
066818,2
066868,2
066894,8
066938,6
066977,4
066999,6
067004,8
067010,7
067013,8
067014,1
067015,4
067016,3
067225,7
067228,2
067233,7
067331,2
067358,8
067361,2
067363,3
067368,7
067455,8
067459,8
067466,4
067472,2
067474,4
067513,7
067530,6
067558,8
067597,8
067599,5
067600,3
067626,8
067654,4
067655,4
067736,3
067752,4
067760,8
067763,3
067781,4
067790,2
067791,8
067793,5
068355,2
068356,7
068530,8
068532,8
068533,8
068535,3
068539,8
068542,6
068570,8
068571,8
068595,8
068599,8
068600,4
068713,8
068838,3
068839,5
068840,3
068841,3
068842,6
068852,2
068853,3
068855,2
068856,8
068858,2
068860,3
068891,2
068894,8
068910,2
068914,4
068918,2
069001,8
069178,3
069181,2
069197,8
069201,3
069361,8
069561,8
069562,6
069638,8
069737,6
069745,1
069746,2
069747,8
069761,5
069763,8
069764,3
069765,5
069767,6
069785,2
069823,6
069831,4
069834,3
069840,2
069928,8
069949,3
070002,1
070168,5
070173,8
070198,8
070201,5
070208,4
070240,6
070275,8
070283,8
070403,6
070418,1
070419,1
070424,8
070425,7
070426,8
070437,7
070438,7
070446,2
070461,1
070471,1
070517,1
070654,2
070655,5
070657,3
070658,2
070687,2
070821,8
070873,6
070874,1
070875,2
070876,3
070879,3
070888,8
070913,4
070914,2
070938,1
070940,1
070941,1
071096,7
071101,7
071105,3
071109,3
071156,2
071197,7
071199,4
071217,4
071221,6
071240,4
071247,5
071249,4
071256,4
071266,4
071372,6
071393,5
071402,6
071492,8
071504,4
071506,4
071516,8
071619,7
071688,5
071691,4
071692,4
071693,2
071695,6
071702,5
071709,7
071714,8
071722,3
071804,1
071858,1
071947,2
072047,6
072050,3
072058,7
072072,2
072132,4
072215,8
072290,8
072468,2
072476,5
072514,2
072562,2
072592,7
072607,3
072610,3
072612,3
072686,8
072690,4
072782,4
072785,7
072787,7
073124,5
073169,8
073170,1
073171,3
073174,3
073177,8
073181,1
073307,8
073336,2
073468,2
073469,2
073551,5
073561,2
073566,1
073571,3
073572,3
073573,2
073580,6
073581,1
073585,3
073760,2
073767,8
073768,7
073770,4
073771,2
073772,5
073773,2
073774,7
073776,5
073777,7
073778,3
073792,4
073921,4
073990,2
074002,4
074129,6
074154,6
074198,5
074355,6
074359,8
074365,2
074370,3
074371,5
074374,7
074388,6
074421,7
074430,4
074559,2
074667,8
074776,6
074882,7
074916,8
074942,4
074951,8
074956,6
074957,7
075040,1
075076,4
075084,2
075191,5
075194,7
075206,7
075207,4
075231,2
075264,4
075275,8
075293,8
075306,4
075310,6
075314,2
075317,6
075372,7
075381,8
075384,6
075385,2
075386,5
075387,4
075388,4
075389,2
075394,8
075396,8
075403,6
075416,7
075658,1
075672,6
075675,2
075704,6
075706,2
075741,8
075746,8
075748,8
075758,8
075764,2
075784,4
075866,5
075883,5
075893,6
075894,8
075897,6
075910,8
075919,3
075928,2
075932,2
075936,4
076036,3
076071,6
076075,2
076077,1
076079,5
076128,4
076129,2
076130,2
076385,2
076425,6
076438,6
076441,2
076510,2
077520,6
077525,1
077556,6
077565,7
077571,4
077572,3
077859,1
077941,4
078037,5
078550,8
078835,8
078837,6
078842,4
078846,4
078849,6
078850,4
078852,4
078992,8
078996,8
079000,2
079574,4
079575,7
079589,7
079604,4
079610,4
079642,4
079851,1
079852,2
079902,1
079906,1
079910,1
079918,4
079976,7
079977,6
079985,5
079988,2
079991,6
079994,4
079995,7
080287,4
080293,5
080341,5
080351,3
080428,3
080432,3
080534,5
080558,2
080562,1
080567,2
080680,5
080687,3
080694,5
080695,5
080697,5
080751,1
080754,7
080755,5
080756,5
080758,3
080765,5
080766,7
080774,7
080775,2
080776,6
080793,4
080842,4
080843,2
080881,2
081016,1
081019,5
081033,2
081082,3
081083,3
081089,5
081868,4
081939,1
081943,2
082049,8
082061,7
082169,6
082216,4
082218,5
082249,4
082336,7
082411,4
082515,6
082522,7
082523,2
082525,5
082529,4
082629,5
082695,3
082702,4
082756,5
082860,4
082897,3
083200,6
083437,3
083438,2
083439,4
083509,7
083511,6
083512,7
083555,1
083625,7
083629,8
083706,4
083714,8
083783,8
083826,7
083871,3
083898,7
083911,3
083912,8
083955,8
083956,8
083957,6
083968,4
084009,1
084012,6
084057,1
084140,7
084152,2
084155,5
084157,3
084159,3
084172,7
084414,3
084486,2
084568,6
084785,8
084791,3
084793,1
084826,8
085072,7
085307,7
085309,2
085311,7
085343,7
085402,8
085419,7
085424,7
085426,8
085427,8
085428,7
085436,6
085437,1
085438,6
085445,3
085484,4
085488,3
085490,4
085494,7
085499,8
085594,6
085595,8
085598,3
085599,7
085691,3
085692,3
085705,7
085792,8
085816,2
085828,1
085835,8
085922,8
085950,8
085953,5
085957,8
085963,6
085966,5
085967,8
085968,4
085972,8
086082,1
086116,3
086117,2
086156,2
086159,4
086162,3
086219,7
086255,1
086416,7
086419,8
086442,2
086577,1
086623,4
086724,7
087068,4
087186,2
087192,8
087193,8
087324,2
087361,8
087377,1
087483,8
087516,2
087622,8
087698,8
087701,8
087967,8
088429,8
088485,6
088826,8
088848,7
088856,8
088860,3
088861,3
088867,7
088869,1
088870,8
088871,2
088872,3
088876,6
088879,8
088935,8
088937,8
089178,6
089215,1
089336,8
089441,2
089484,4
089485,7
089617,2
089843,4
089846,3
089881,7
089882,6
089983,2
090153,8
090570,2
090577,2
090582,2
090586,2
090587,2
090590,6
090591,8
090649,8
090714,8
090769,6
090798,6
090824,7
090828,5
090847,1
090852,5
090989,3
091069,8
091075,8
091082,4
091099,5
091102,2
091160,7
091162,4
091164,3
091170,2
091171,7
091177,6
091178,2
091181,3
091182,6
091183,5
091184,6
091186,5
091215,2
091218,2
091237,8
091305,6
091309,2
091311,4
091317,4
091326,8
091348,7
091349,7
091418,7
091420,6
091444,7
091459,5
091468,4
091562,5
091566,2
091567,2
091587,6
091752,2
091790,7
091791,1
091793,2
091794,8
091797,6
091887,1
091934,8
091935,5
091938,6
091958,7
091984,2
091998,1
092131,6
092206,3
092292,7
092463,6
092466,2
092535,3
092536,2
092537,6
092538,3
092558,8
092565,6
092867,8
092883,1
092884,6
092888,3
092889,1
093015,8
093059,8
093064,8
093074,3
093364,1
093582,8
093599,8
093716,6
093723,6
093858,8
093861,8
093867,7
093939,6
093942,8
093981,2
094410,3
094419,8
094422,4
094423,5
094426,1
094451,8
094461,8
094463,8
094464,5
094628,5
094630,6
094632,8
094634,5
094638,4
094726,6
095177,4
095193,1
095214,1
095228,6
095409,2
095475,5
095523,8
095526,6
095753,4
095868,4
095912,8
096166,7
096167,1
096168,3
096169,8
096287,5
096298,4
096408,4
096652,4
096665,4
096692,7
096696,3
096697,3
096725,4
096726,7
096727,3
096729,3
096738,5
096754,8
096767,4
096769,2
096901,7
096930,7
096933,2
096944,3
096945,5
096946,4
097213,3
097215,5
097216,7
097324,6
097372,3
097395,8
097397,8
097587,6
097588,5
097589,5
097590,2
097688,4
097794,7
097836,2
097839,8
097958,2
097978,4
097979,4
097988,4
098031,7
098077,8
098200,2
098229,1
098245,8
098299,1
098339,5
098346,5
098530,6
098549,3
098559,3
098565,5
098568,1
098569,2
098571,3
098576,6
098578,6
098583,4
098614,4
098616,4
098623,3
098624,4
098626,7
098656,8
098666,8
098668,1
098669,8
098670,6
098681,5
098805,6
098908,7
098916,2
098921,5
098926,7
098940,5
098950,8
098952,4
098984,2
099006,4
099011,6
099028,7
099073,8
099074,4
099079,4
099080,8
099085,4
099151,8
099174,4
099253,8
099303,4
099311,7
099312,8
099356,5
099361,5
099362,7
099368,5
099369,5
099371,5
099372,7
099374,5
099393,5
099483,7
099485,6
099488,6
099490,6
099498,2
099500,4
099647,2
099654,6
099657,4
100526,2
100534,8
100535,4
100552,6
100917,4
100922,4
100924,2
100930,4
101081,3
101086,8
101111,7
101112,5
101119,7
102114,2
102133,6
102164,3
102208,2
102211,2
103595,2
103799,4
103804,4
103808,6
103828,4
104008,6
104064,8
104066,8
104068,8
104137,4
104264,2
104271,4
104273,7
104346,2
104352,2
104353,7
104356,3
104357,2
104412,1
104413,8
104427,3
104434,3
104614,6
104625,2
104627,5
104689,8
104691,8
104719,2
104722,3
104724,7
104766,5
104779,6
105094,5
105112,5
105136,6
105141,8
105143,5
105192,1
105245,8
105408,8
105411,3
105431,2
105449,4
105550,3
105666,8
105669,7
105674,2
105685,1
105700,7
105712,2
105713,3
105716,5
105717,5
105766,4
105818,7
105820,4
105824,4
105825,4
105887,8
105888,7
105890,1
105905,8
105914,2
105918,3
106274,2
106339,3
106341,3
106455,7
106458,2
106463,7
106522,7
106566,6
106571,1
106605,4
106635,5
106694,5
106773,2
106881,2
106934,1
106937,2
106948,3
106954,8
107021,4
107025,5
107028,7
107046,5
107049,3
107050,6
107076,6
107090,5
107178,8
107180,5
107181,5
107182,8
107185,4
107186,5
107188,6
107189,5
107248,5
107249,5
107251,6
107385,8
107483,8
107501,5
107502,7
107509,8
107510,1
107511,1
107567,4
107569,3
107570,4
107572,5
107574,7
107575,8
107584,3
107588,6
107589,1
107592,1
107593,5
107595,8
107596,2
107616,8
107622,8
107652,4
107658,6
107800,2
107809,3
107831,2
107850,1
107852,4
107854,4
107856,2
107949,3
107950,3
107954,8
107955,2
107957,8
108015,7
108016,7
108030,8
108036,7
108050,4
108218,5
108292,4
108295,8
108298,8
108300,5
108301,4
108306,1
108307,4
108308,6
108314,6
108316,6
108319,7
108415,2
108425,5
108426,2
108428,7
108453,3
108459,5
108460,4
108488,8
108494,4
108497,8
108499,4
108503,8
108527,2
108805,2
108808,8
108810,2
108812,2
108941,6
108962,6
108966,8
108988,8
109051,5
109083,2
109112,6
109448,8
109477,4
109482,5
109485,8
109507,7
